,block,trial,audio,S1,S2,S3,repetition_found
2,4,63,"['pakrid.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']",Picture5.png,Picture1.png,Picture9.png,0
3,4,64,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture6.png,Picture7.png,Picture2.png,0
4,4,65,"['dingep.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture8.png,Picture6.png,Picture2.png,0
5,4,66,"['jeelow.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']",Picture2.png,Picture9.png,Picture1.png,0
6,4,67,"['jeelow.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']",Picture2.png,Picture7.png,Picture10.png,0
7,4,68,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']",Picture3.png,Picture9.png,Picture1.png,0
8,4,69,"['haagle.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']",Picture4.png,Picture8.png,Picture5.png,0
9,4,69,"['haagle.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']",Picture4.png,Picture8.png,Picture5.png,0
10,4,70,"['jeelow.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']",Picture2.png,Picture9.png,Picture6.png,0
11,4,71,"['fisslin.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']",Picture10.png,Picture7.png,Picture5.png,0
12,4,72,"['haagle.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture4.png,Picture8.png,Picture2.png,0
13,4,73,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']",Picture3.png,Picture9.png,Picture8.png,0
14,4,74,"['fisslin.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture10.png,Picture4.png,Picture2.png,0
15,4,74,"['fisslin.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']",Picture10.png,Picture4.png,Picture2.png,1
16,4,75,"['limeber.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']",Picture7.png,Picture5.png,Picture1.png,0
17,4,76,"['pakrid.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']",Picture5.png,Picture6.png,Picture8.png,0
18,4,77,"['limeber.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']",Picture7.png,Picture2.png,Picture5.png,0
19,4,78,"['fisslin.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']",Picture10.png,Picture7.png,Picture3.png,0
20,4,79,"['fisslin.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']",Picture10.png,Picture6.png,Picture3.png,0
21,4,80,"['rakken.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']",Picture6.png,Picture4.png,Picture3.png,0
22,4,80,"['rakken.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']",Picture6.png,Picture4.png,Picture3.png,1
